Query,n of total hits,n of nontarget,half n of total hits,Taxon dist HGT
scaffold116-size154557-gene-0.12,19,19.0,9.5,True
scaffold116-size154557-gene-0.16,6,1.0,3.0,False
scaffold116-size154557-gene-0.17,22,0.0,11.0,False
scaffold116-size154557-gene-0.18,20,0.0,10.0,False
scaffold116-size154557-gene-0.19,21,0.0,10.5,False
scaffold116-size154557-gene-0.22,2,1.0,1.0,False
scaffold116-size154557-gene-0.23,17,16.0,8.5,True
scaffold116-size154557-gene-0.24,1,0.0,0.5,False
scaffold116-size154557-gene-0.25,20,0.0,10.0,False
scaffold116-size154557-gene-0.28,23,0.0,11.5,False
scaffold116-size154557-gene-0.29,15,11.0,7.5,True
scaffold116-size154557-gene-0.30,21,0.0,10.5,False
scaffold117-size286307-gene-0.26,1,0.0,0.5,False
scaffold117-size286307-gene-0.28,18,1.0,9.0,False
scaffold117-size286307-gene-0.30,19,0.0,9.5,False
scaffold117-size286307-gene-0.32,15,0.0,7.5,False
scaffold117-size286307-gene-0.33,18,17.0,9.0,True
scaffold117-size286307-gene-0.35,24,0.0,12.0,False
scaffold117-size286307-gene-0.39,1,0.0,0.5,False
scaffold117-size286307-gene-0.40,22,0.0,11.0,False
scaffold117-size286307-gene-0.41,17,16.0,8.5,True
scaffold117-size286307-gene-0.42,6,5.0,3.0,True
scaffold117-size286307-gene-0.44,1,0.0,0.5,False
scaffold117-size286307-gene-0.45,20,13.0,10.0,True
scaffold117-size286307-gene-0.46,22,0.0,11.0,False
scaffold117-size286307-gene-1.0,1,0.0,0.5,False
scaffold117-size286307-gene-1.10,1,0.0,0.5,False
scaffold117-size286307-gene-1.11,11,0.0,5.5,False
scaffold117-size286307-gene-1.2,1,0.0,0.5,False
scaffold117-size286307-gene-1.6,1,0.0,0.5,False
scaffold117-size286307-gene-1.9,11,11.0,5.5,True
scaffold118-size170562-gene-0.11,19,0.0,9.5,False
scaffold118-size170562-gene-0.15,3,0.0,1.5,False
scaffold118-size170562-gene-0.16,21,0.0,10.5,False
scaffold118-size170562-gene-0.17,1,0.0,0.5,False
scaffold118-size170562-gene-0.18,10,0.0,5.0,False
scaffold118-size170562-gene-0.19,1,0.0,0.5,False
scaffold118-size170562-gene-0.2,20,0.0,10.0,False
scaffold118-size170562-gene-0.21,3,0.0,1.5,False
scaffold118-size170562-gene-0.3,1,0.0,0.5,False
scaffold118-size170562-gene-0.7,24,0.0,12.0,False
scaffold118-size170562-gene-0.9,1,0.0,0.5,False
scaffold119-size153444-gene-0.12,17,15.0,8.5,True
scaffold119-size153444-gene-0.4,1,0.0,0.5,False
scaffold12-size579754-gene-0.4,1,0.0,0.5,False
scaffold12-size579754-gene-0.5,11,0.0,5.5,False
scaffold12-size579754-gene-1.13,1,0.0,0.5,False
scaffold12-size579754-gene-1.14,8,3.0,4.0,False
scaffold12-size579754-gene-1.15,1,0.0,0.5,False
scaffold12-size579754-gene-1.17,19,17.0,9.5,True
scaffold12-size579754-gene-1.18,14,0.0,7.0,False
scaffold12-size579754-gene-1.19,16,0.0,8.0,False
scaffold12-size579754-gene-1.20,21,20.0,10.5,True
scaffold12-size579754-gene-1.21,9,2.0,4.5,False
scaffold12-size579754-gene-1.22,13,1.0,6.5,False
scaffold12-size579754-gene-1.23,22,0.0,11.0,False
scaffold12-size579754-gene-1.24,17,0.0,8.5,False
scaffold12-size579754-gene-1.26,1,0.0,0.5,False
scaffold12-size579754-gene-1.28,2,0.0,1.0,False
scaffold12-size579754-gene-1.29,22,0.0,11.0,False
scaffold12-size579754-gene-1.30,18,0.0,9.0,False
scaffold12-size579754-gene-1.32,1,0.0,0.5,False
scaffold12-size579754-gene-1.33,16,16.0,8.0,True
scaffold12-size579754-gene-1.35,19,19.0,9.5,True
scaffold12-size579754-gene-1.37,19,18.0,9.5,True
scaffold12-size579754-gene-2.23,19,0.0,9.5,False
scaffold12-size579754-gene-2.24,16,0.0,8.0,False
scaffold12-size579754-gene-2.26,22,1.0,11.0,False
scaffold12-size579754-gene-2.27,22,20.0,11.0,True
scaffold12-size579754-gene-2.28,18,0.0,9.0,False
scaffold12-size579754-gene-2.29,20,0.0,10.0,False
scaffold12-size579754-gene-2.31,20,0.0,10.0,False
scaffold12-size579754-gene-2.32,4,0.0,2.0,False
scaffold12-size579754-gene-2.33,20,0.0,10.0,False
scaffold12-size579754-gene-2.35,11,1.0,5.5,False
scaffold12-size579754-gene-2.36,10,5.0,5.0,False
scaffold12-size579754-gene-2.37,4,0.0,2.0,False
scaffold12-size579754-gene-2.38,22,0.0,11.0,False
scaffold12-size579754-gene-2.39,20,0.0,10.0,False
scaffold12-size579754-gene-2.40,1,0.0,0.5,False
scaffold12-size579754-gene-2.41,22,0.0,11.0,False
scaffold12-size579754-gene-2.42,24,22.0,12.0,True
scaffold12-size579754-gene-2.45,24,0.0,12.0,False
scaffold12-size579754-gene-2.46,21,1.0,10.5,False
scaffold12-size579754-gene-2.47,21,0.0,10.5,False
scaffold12-size579754-gene-2.48,23,14.0,11.5,True
scaffold12-size579754-gene-2.49,16,0.0,8.0,False
scaffold12-size579754-gene-2.50,21,0.0,10.5,False
scaffold12-size579754-gene-2.51,21,20.0,10.5,True
scaffold12-size579754-gene-2.52,20,11.0,10.0,True
scaffold12-size579754-gene-2.54,20,0.0,10.0,False
scaffold12-size579754-gene-2.55,15,5.0,7.5,False
scaffold12-size579754-gene-3.27,15,3.0,7.5,False
scaffold12-size579754-gene-3.29,18,0.0,9.0,False
scaffold12-size579754-gene-3.31,22,1.0,11.0,False
scaffold12-size579754-gene-3.33,12,0.0,6.0,False
scaffold12-size579754-gene-3.34,20,1.0,10.0,False
scaffold12-size579754-gene-3.35,21,0.0,10.5,False
scaffold12-size579754-gene-3.37,1,0.0,0.5,False
scaffold12-size579754-gene-3.39,14,12.0,7.0,True
scaffold12-size579754-gene-3.40,19,0.0,9.5,False
scaffold12-size579754-gene-3.41,14,0.0,7.0,False
scaffold12-size579754-gene-3.44,18,0.0,9.0,False
scaffold12-size579754-gene-3.45,20,0.0,10.0,False
scaffold12-size579754-gene-3.46,20,0.0,10.0,False
scaffold12-size579754-gene-3.47,1,0.0,0.5,False
scaffold12-size579754-gene-3.48,21,0.0,10.5,False
scaffold12-size579754-gene-3.49,23,18.0,11.5,True
scaffold12-size579754-gene-3.50,17,0.0,8.5,False
scaffold12-size579754-gene-3.54,1,0.0,0.5,False
scaffold12-size579754-gene-3.55,13,0.0,6.5,False
scaffold12-size579754-gene-3.56,3,0.0,1.5,False
scaffold12-size579754-gene-3.57,19,4.0,9.5,False
scaffold12-size579754-gene-3.58,23,22.0,11.5,True
scaffold12-size579754-gene-3.59,20,0.0,10.0,False
scaffold12-size579754-gene-3.60,21,0.0,10.5,False
scaffold12-size579754-gene-3.61,21,0.0,10.5,False
scaffold12-size579754-gene-3.62,21,21.0,10.5,True
scaffold12-size579754-gene-4.10,18,0.0,9.0,False
scaffold12-size579754-gene-4.11,14,5.0,7.0,False
scaffold12-size579754-gene-4.14,11,0.0,5.5,False
scaffold12-size579754-gene-4.16,14,0.0,7.0,False
scaffold12-size579754-gene-4.17,23,22.0,11.5,True
scaffold12-size579754-gene-4.18,23,0.0,11.5,False
scaffold12-size579754-gene-4.19,15,1.0,7.5,False
scaffold12-size579754-gene-4.24,17,0.0,8.5,False
scaffold12-size579754-gene-4.28,23,23.0,11.5,True
scaffold12-size579754-gene-4.30,22,0.0,11.0,False
scaffold12-size579754-gene-4.35,16,1.0,8.0,False
scaffold12-size579754-gene-4.36,21,4.0,10.5,False
scaffold12-size579754-gene-4.37,18,0.0,9.0,False
scaffold12-size579754-gene-4.38,21,0.0,10.5,False
scaffold12-size579754-gene-4.40,1,0.0,0.5,False
scaffold12-size579754-gene-4.8,17,15.0,8.5,True
scaffold12-size579754-gene-4.9,19,19.0,9.5,True
scaffold120-size296293-gene-1.10,24,0.0,12.0,False
scaffold120-size296293-gene-1.11,19,0.0,9.5,False
scaffold120-size296293-gene-1.13,2,0.0,1.0,False
scaffold120-size296293-gene-1.14,21,14.0,10.5,True
scaffold120-size296293-gene-1.15,19,7.0,9.5,False
scaffold120-size296293-gene-1.16,21,0.0,10.5,False
scaffold120-size296293-gene-1.17,1,0.0,0.5,False
scaffold120-size296293-gene-1.18,12,0.0,6.0,False
scaffold120-size296293-gene-1.23,17,17.0,8.5,True
scaffold120-size296293-gene-1.24,20,0.0,10.0,False
scaffold120-size296293-gene-1.26,1,0.0,0.5,False
scaffold120-size296293-gene-1.28,8,5.0,4.0,True
scaffold120-size296293-gene-1.29,1,0.0,0.5,False
scaffold120-size296293-gene-1.31,19,0.0,9.5,False
scaffold120-size296293-gene-1.33,16,0.0,8.0,False
scaffold120-size296293-gene-1.36,14,0.0,7.0,False
scaffold121-size151992-gene-0.0,15,0.0,7.5,False
scaffold121-size151992-gene-0.12,3,0.0,1.5,False
scaffold121-size151992-gene-0.18,5,0.0,2.5,False
scaffold121-size151992-gene-0.20,15,1.0,7.5,False
scaffold121-size151992-gene-0.3,1,0.0,0.5,False
scaffold121-size151992-gene-0.4,15,11.0,7.5,True
scaffold121-size151992-gene-0.5,20,0.0,10.0,False
scaffold121-size151992-gene-0.8,21,0.0,10.5,False
scaffold121-size151992-gene-0.9,15,0.0,7.5,False
scaffold122-size150895-gene-0.30,18,0.0,9.0,False
scaffold122-size150895-gene-0.31,24,0.0,12.0,False
scaffold122-size150895-gene-0.32,17,0.0,8.5,False
scaffold122-size150895-gene-0.33,17,15.0,8.5,True
scaffold122-size150895-gene-0.34,22,0.0,11.0,False
scaffold122-size150895-gene-0.35,1,0.0,0.5,False
scaffold122-size150895-gene-0.36,20,0.0,10.0,False
scaffold122-size150895-gene-0.37,3,0.0,1.5,False
scaffold122-size150895-gene-0.40,21,0.0,10.5,False
scaffold122-size150895-gene-0.45,22,0.0,11.0,False
scaffold122-size150895-gene-0.46,21,19.0,10.5,True
scaffold122-size150895-gene-0.47,2,0.0,1.0,False
scaffold122-size150895-gene-0.48,14,0.0,7.0,False
scaffold122-size150895-gene-0.49,1,0.0,0.5,False
scaffold122-size150895-gene-0.51,20,0.0,10.0,False
scaffold122-size150895-gene-0.52,19,0.0,9.5,False
scaffold122-size150895-gene-0.53,22,0.0,11.0,False
scaffold122-size150895-gene-0.54,21,0.0,10.5,False
scaffold122-size150895-gene-0.55,20,0.0,10.0,False
scaffold122-size150895-gene-0.56,16,0.0,8.0,False
scaffold122-size150895-gene-0.57,6,0.0,3.0,False
scaffold122-size150895-gene-0.58,1,0.0,0.5,False
scaffold123-size150877-gene-0.1,2,0.0,1.0,False
scaffold123-size150877-gene-0.11,6,1.0,3.0,False
scaffold123-size150877-gene-0.2,8,6.0,4.0,True
scaffold123-size150877-gene-0.3,19,17.0,9.5,True
scaffold123-size150877-gene-0.4,19,17.0,9.5,True
scaffold124-size150604-gene-0.0,13,0.0,6.5,False
scaffold124-size150604-gene-0.13,1,0.0,0.5,False
scaffold124-size150604-gene-0.14,22,18.0,11.0,True
scaffold124-size150604-gene-0.16,14,0.0,7.0,False
scaffold124-size150604-gene-0.18,18,14.0,9.0,True
scaffold124-size150604-gene-0.21,1,0.0,0.5,False
scaffold124-size150604-gene-0.23,23,14.0,11.5,True
scaffold124-size150604-gene-0.27,4,0.0,2.0,False
scaffold124-size150604-gene-0.28,1,0.0,0.5,False
scaffold124-size150604-gene-0.29,13,0.0,6.5,False
scaffold124-size150604-gene-0.32,14,14.0,7.0,True
scaffold124-size150604-gene-0.33,19,0.0,9.5,False
scaffold124-size150604-gene-0.36,18,15.0,9.0,True
scaffold124-size150604-gene-0.5,22,22.0,11.0,True
scaffold124-size150604-gene-0.6,2,0.0,1.0,False
scaffold124-size150604-gene-0.8,1,0.0,0.5,False
scaffold125-size149969-gene-0.0,9,0.0,4.5,False
scaffold125-size149969-gene-0.11,21,20.0,10.5,True
scaffold125-size149969-gene-0.16,12,0.0,6.0,False
scaffold125-size149969-gene-0.17,17,0.0,8.5,False
scaffold125-size149969-gene-0.2,18,0.0,9.0,False
scaffold125-size149969-gene-0.4,22,0.0,11.0,False
scaffold125-size149969-gene-0.7,18,1.0,9.0,False
scaffold125-size149969-gene-0.8,18,0.0,9.0,False
scaffold125-size149969-gene-0.9,2,0.0,1.0,False
scaffold126-size149548-gene-0.0,16,0.0,8.0,False
scaffold126-size149548-gene-0.10,1,0.0,0.5,False
scaffold126-size149548-gene-0.12,24,23.0,12.0,True
scaffold126-size149548-gene-0.15,5,3.0,2.5,True
scaffold126-size149548-gene-0.16,21,21.0,10.5,True
scaffold126-size149548-gene-0.4,1,0.0,0.5,False
scaffold126-size149548-gene-0.5,18,16.0,9.0,True
scaffold126-size149548-gene-0.9,9,0.0,4.5,False
scaffold127-size236663-gene-0.20,21,10.0,10.5,False
scaffold127-size236663-gene-0.22,20,1.0,10.0,False
scaffold127-size236663-gene-0.23,21,0.0,10.5,False
scaffold127-size236663-gene-0.24,21,1.0,10.5,False
scaffold127-size236663-gene-0.25,7,0.0,3.5,False
scaffold127-size236663-gene-0.27,23,13.0,11.5,True
scaffold127-size236663-gene-0.29,20,0.0,10.0,False
scaffold127-size236663-gene-0.30,1,0.0,0.5,False
scaffold127-size236663-gene-0.31,16,0.0,8.0,False
scaffold127-size236663-gene-0.32,18,0.0,9.0,False
scaffold127-size236663-gene-0.35,22,14.0,11.0,True
scaffold127-size236663-gene-0.36,18,0.0,9.0,False
scaffold127-size236663-gene-0.37,1,0.0,0.5,False
scaffold127-size236663-gene-0.41,10,0.0,5.0,False
scaffold127-size236663-gene-0.43,1,0.0,0.5,False
scaffold127-size236663-gene-0.45,22,0.0,11.0,False
scaffold127-size236663-gene-1.0,19,1.0,9.5,False
scaffold127-size236663-gene-1.1,4,0.0,2.0,False
scaffold127-size236663-gene-1.10,17,0.0,8.5,False
scaffold127-size236663-gene-1.11,5,0.0,2.5,False
scaffold127-size236663-gene-1.13,17,0.0,8.5,False
scaffold127-size236663-gene-1.15,22,0.0,11.0,False
scaffold127-size236663-gene-1.16,20,0.0,10.0,False
scaffold127-size236663-gene-1.17,2,0.0,1.0,False
scaffold127-size236663-gene-1.18,21,0.0,10.5,False
scaffold127-size236663-gene-1.19,21,0.0,10.5,False
scaffold127-size236663-gene-1.2,21,16.0,10.5,True
scaffold127-size236663-gene-1.20,1,0.0,0.5,False
scaffold127-size236663-gene-1.21,24,0.0,12.0,False
scaffold127-size236663-gene-1.3,1,0.0,0.5,False
scaffold127-size236663-gene-1.4,5,0.0,2.5,False
scaffold127-size236663-gene-1.7,22,0.0,11.0,False
scaffold128-size244475-gene-0.12,2,0.0,1.0,False
scaffold128-size244475-gene-0.16,22,0.0,11.0,False
scaffold128-size244475-gene-0.17,24,0.0,12.0,False
scaffold128-size244475-gene-0.18,20,0.0,10.0,False
scaffold128-size244475-gene-0.19,17,0.0,8.5,False
scaffold128-size244475-gene-0.20,14,0.0,7.0,False
scaffold128-size244475-gene-0.21,1,0.0,0.5,False
scaffold128-size244475-gene-0.22,18,14.0,9.0,True
scaffold128-size244475-gene-0.23,24,0.0,12.0,False
scaffold128-size244475-gene-0.24,19,0.0,9.5,False
scaffold128-size244475-gene-0.25,10,4.0,5.0,False
scaffold128-size244475-gene-0.26,1,0.0,0.5,False
scaffold128-size244475-gene-0.29,8,0.0,4.0,False
scaffold128-size244475-gene-1.10,1,0.0,0.5,False
scaffold128-size244475-gene-1.12,20,16.0,10.0,True
scaffold128-size244475-gene-1.13,2,0.0,1.0,False
scaffold128-size244475-gene-1.14,1,0.0,0.5,False
scaffold128-size244475-gene-1.21,19,0.0,9.5,False
scaffold128-size244475-gene-1.23,22,19.0,11.0,True
scaffold128-size244475-gene-1.24,22,15.0,11.0,True
scaffold128-size244475-gene-1.27,1,0.0,0.5,False
scaffold13-size389163-gene-0.23,3,0.0,1.5,False
scaffold13-size389163-gene-0.24,20,0.0,10.0,False
scaffold13-size389163-gene-0.25,18,0.0,9.0,False
scaffold13-size389163-gene-0.26,22,0.0,11.0,False
scaffold13-size389163-gene-0.27,6,4.0,3.0,True
scaffold13-size389163-gene-0.28,18,0.0,9.0,False
scaffold13-size389163-gene-0.29,19,12.0,9.5,True
scaffold13-size389163-gene-0.30,22,0.0,11.0,False
scaffold13-size389163-gene-0.31,18,0.0,9.0,False
scaffold13-size389163-gene-0.33,14,9.0,7.0,True
scaffold13-size389163-gene-0.34,23,9.0,11.5,False
scaffold13-size389163-gene-0.38,18,18.0,9.0,True
scaffold13-size389163-gene-0.40,1,0.0,0.5,False
scaffold13-size389163-gene-0.43,21,19.0,10.5,True
scaffold13-size389163-gene-0.44,18,0.0,9.0,False
scaffold13-size389163-gene-0.45,15,3.0,7.5,False
scaffold13-size389163-gene-0.46,22,0.0,11.0,False
scaffold13-size389163-gene-0.47,23,1.0,11.5,False
scaffold13-size389163-gene-0.48,21,2.0,10.5,False
scaffold13-size389163-gene-0.49,21,0.0,10.5,False
scaffold13-size389163-gene-0.50,21,0.0,10.5,False
scaffold13-size389163-gene-0.51,1,0.0,0.5,False
scaffold13-size389163-gene-0.52,1,0.0,0.5,False
scaffold13-size389163-gene-0.53,1,0.0,0.5,False
scaffold13-size389163-gene-0.54,17,0.0,8.5,False
scaffold13-size389163-gene-1.19,20,0.0,10.0,False
scaffold13-size389163-gene-1.20,23,10.0,11.5,False
scaffold13-size389163-gene-1.22,8,0.0,4.0,False
scaffold13-size389163-gene-1.23,2,1.0,1.0,False
scaffold13-size389163-gene-1.24,21,0.0,10.5,False
scaffold13-size389163-gene-1.26,22,0.0,11.0,False
scaffold13-size389163-gene-1.29,23,0.0,11.5,False
scaffold13-size389163-gene-1.30,21,0.0,10.5,False
scaffold13-size389163-gene-1.32,24,10.0,12.0,False
scaffold13-size389163-gene-1.33,2,0.0,1.0,False
scaffold13-size389163-gene-1.35,1,0.0,0.5,False
scaffold13-size389163-gene-1.36,16,0.0,8.0,False
scaffold13-size389163-gene-1.37,20,16.0,10.0,True
scaffold13-size389163-gene-1.38,19,0.0,9.5,False
scaffold13-size389163-gene-1.39,19,0.0,9.5,False
scaffold13-size389163-gene-1.40,23,0.0,11.5,False
scaffold13-size389163-gene-1.41,1,1.0,0.5,True
scaffold13-size389163-gene-1.42,19,19.0,9.5,True
scaffold13-size389163-gene-1.44,20,0.0,10.0,False
scaffold13-size389163-gene-1.45,10,8.0,5.0,True
scaffold13-size389163-gene-1.46,1,0.0,0.5,False
scaffold13-size389163-gene-1.49,15,13.0,7.5,True
scaffold13-size389163-gene-1.50,22,0.0,11.0,False
scaffold13-size389163-gene-1.51,5,3.0,2.5,True
scaffold13-size389163-gene-2.1,23,0.0,11.5,False
scaffold13-size389163-gene-2.10,14,10.0,7.0,True
scaffold13-size389163-gene-2.13,21,20.0,10.5,True
scaffold13-size389163-gene-2.14,12,0.0,6.0,False
scaffold13-size389163-gene-2.15,8,0.0,4.0,False
scaffold13-size389163-gene-2.16,21,0.0,10.5,False
scaffold13-size389163-gene-2.2,23,22.0,11.5,True
scaffold13-size389163-gene-2.21,2,0.0,1.0,False
scaffold13-size389163-gene-2.23,23,20.0,11.5,True
scaffold13-size389163-gene-2.24,17,16.0,8.5,True
scaffold13-size389163-gene-2.27,1,0.0,0.5,False
scaffold13-size389163-gene-2.28,21,16.0,10.5,True
scaffold13-size389163-gene-2.3,17,0.0,8.5,False
scaffold13-size389163-gene-2.31,21,0.0,10.5,False
scaffold13-size389163-gene-2.32,1,0.0,0.5,False
scaffold13-size389163-gene-2.33,6,0.0,3.0,False
scaffold13-size389163-gene-2.34,13,11.0,6.5,True
scaffold13-size389163-gene-2.37,15,1.0,7.5,False
scaffold13-size389163-gene-2.38,21,0.0,10.5,False
scaffold13-size389163-gene-2.39,9,0.0,4.5,False
scaffold13-size389163-gene-2.4,5,0.0,2.5,False
scaffold13-size389163-gene-2.40,1,0.0,0.5,False
scaffold13-size389163-gene-2.42,4,2.0,2.0,False
scaffold13-size389163-gene-2.44,20,11.0,10.0,True
scaffold13-size389163-gene-2.51,1,1.0,0.5,True
scaffold13-size389163-gene-2.53,21,0.0,10.5,False
scaffold13-size389163-gene-2.55,22,0.0,11.0,False
scaffold13-size389163-gene-2.56,6,0.0,3.0,False
scaffold13-size389163-gene-2.58,21,20.0,10.5,True
scaffold13-size389163-gene-2.6,21,0.0,10.5,False
scaffold13-size389163-gene-2.60,20,0.0,10.0,False
scaffold13-size389163-gene-2.61,15,0.0,7.5,False
scaffold13-size389163-gene-2.62,20,0.0,10.0,False
scaffold13-size389163-gene-2.63,21,0.0,10.5,False
scaffold13-size389163-gene-2.7,6,2.0,3.0,False
scaffold13-size389163-gene-2.8,7,1.0,3.5,False
scaffold130-size288228-gene-0.11,20,20.0,10.0,True
scaffold130-size288228-gene-0.12,1,0.0,0.5,False
scaffold130-size288228-gene-0.13,2,0.0,1.0,False
scaffold130-size288228-gene-0.14,2,0.0,1.0,False
scaffold130-size288228-gene-0.16,1,0.0,0.5,False
scaffold130-size288228-gene-0.19,16,0.0,8.0,False
scaffold130-size288228-gene-0.22,21,15.0,10.5,True
scaffold130-size288228-gene-0.23,13,12.0,6.5,True
scaffold130-size288228-gene-0.24,23,18.0,11.5,True
scaffold130-size288228-gene-0.25,20,18.0,10.0,True
scaffold130-size288228-gene-0.26,1,0.0,0.5,False
scaffold130-size288228-gene-0.27,2,0.0,1.0,False
scaffold130-size288228-gene-0.28,15,7.0,7.5,False
scaffold130-size288228-gene-0.31,13,12.0,6.5,True
scaffold130-size288228-gene-0.32,1,0.0,0.5,False
scaffold130-size288228-gene-0.34,9,0.0,4.5,False
scaffold130-size288228-gene-1.30,4,4.0,2.0,True
scaffold130-size288228-gene-1.32,5,0.0,2.5,False
scaffold130-size288228-gene-1.34,19,0.0,9.5,False
scaffold130-size288228-gene-1.36,2,1.0,1.0,False
scaffold130-size288228-gene-1.38,17,17.0,8.5,True
scaffold130-size288228-gene-1.39,20,0.0,10.0,False
scaffold130-size288228-gene-1.41,10,0.0,5.0,False
scaffold130-size288228-gene-1.42,19,16.0,9.5,True
scaffold130-size288228-gene-1.44,19,1.0,9.5,False
scaffold130-size288228-gene-1.45,5,3.0,2.5,True
scaffold130-size288228-gene-1.46,21,0.0,10.5,False
scaffold130-size288228-gene-1.49,20,0.0,10.0,False
scaffold130-size288228-gene-1.50,18,0.0,9.0,False
scaffold130-size288228-gene-1.51,18,0.0,9.0,False
scaffold130-size288228-gene-1.52,2,0.0,1.0,False
scaffold130-size288228-gene-1.55,19,9.0,9.5,False
scaffold130-size288228-gene-1.56,16,0.0,8.0,False
scaffold130-size288228-gene-1.57,17,1.0,8.5,False
scaffold130-size288228-gene-1.59,17,15.0,8.5,True
scaffold131-size145726-gene-0.19,16,0.0,8.0,False
scaffold131-size145726-gene-0.21,21,0.0,10.5,False
scaffold131-size145726-gene-0.24,16,15.0,8.0,True
scaffold131-size145726-gene-0.25,23,0.0,11.5,False
scaffold131-size145726-gene-0.27,21,21.0,10.5,True
scaffold131-size145726-gene-0.28,18,0.0,9.0,False
scaffold131-size145726-gene-0.30,1,0.0,0.5,False
scaffold131-size145726-gene-0.32,17,16.0,8.5,True
scaffold131-size145726-gene-0.33,17,0.0,8.5,False
scaffold131-size145726-gene-0.34,24,0.0,12.0,False
scaffold131-size145726-gene-0.35,21,1.0,10.5,False
scaffold131-size145726-gene-0.37,6,6.0,3.0,True
scaffold132-size174594-gene-0.11,17,15.0,8.5,True
scaffold132-size174594-gene-0.13,23,0.0,11.5,False
scaffold132-size174594-gene-0.14,4,0.0,2.0,False
scaffold132-size174594-gene-0.15,13,0.0,6.5,False
scaffold132-size174594-gene-0.17,1,0.0,0.5,False
scaffold132-size174594-gene-0.22,20,1.0,10.0,False
scaffold132-size174594-gene-0.23,22,0.0,11.0,False
scaffold132-size174594-gene-0.24,1,0.0,0.5,False
scaffold132-size174594-gene-0.25,23,0.0,11.5,False
scaffold132-size174594-gene-0.26,2,0.0,1.0,False
scaffold132-size174594-gene-0.28,1,0.0,0.5,False
scaffold133-size174053-gene-0.0,6,4.0,3.0,True
scaffold133-size174053-gene-0.10,17,0.0,8.5,False
scaffold133-size174053-gene-0.16,15,0.0,7.5,False
scaffold133-size174053-gene-0.17,3,0.0,1.5,False
scaffold133-size174053-gene-0.19,14,0.0,7.0,False
scaffold133-size174053-gene-0.21,20,0.0,10.0,False
scaffold133-size174053-gene-0.5,1,0.0,0.5,False
scaffold133-size174053-gene-0.9,19,17.0,9.5,True
scaffold134-size179288-gene-0.12,19,0.0,9.5,False
scaffold134-size179288-gene-0.14,23,23.0,11.5,True
scaffold134-size179288-gene-0.15,22,0.0,11.0,False
scaffold134-size179288-gene-0.16,2,0.0,1.0,False
scaffold134-size179288-gene-0.17,3,2.0,1.5,True
scaffold134-size179288-gene-0.5,21,7.0,10.5,False
scaffold134-size179288-gene-0.6,2,0.0,1.0,False
scaffold135-size144787-gene-0.10,11,0.0,5.5,False
scaffold135-size144787-gene-0.11,12,0.0,6.0,False
scaffold135-size144787-gene-0.6,20,0.0,10.0,False
scaffold135-size144787-gene-0.7,22,0.0,11.0,False
