Query,Alien index (AI),AI > 30,HGT index (hU),hU >= 30,Evalue,Top species Evalue,Superkingdom
scaffold1-size789604-gene-5.27,-226.70316123791517,False,-372.1,False,3.4999999999999986e-99,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold1-size789604-gene-5.30,-61.94095593841038,False,-89.4,False,8.799999999999996e-80,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold1-size789604-gene-5.31,-70.73828399664302,False,-146.7,False,1.9e-31,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold1-size789604-gene-5.32,-2.9600141909519095,False,-4.199999999999989,False,5.7e-10,Danio rerio,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Otomorpha;Ostariophysi;Otophysi;Cypriniphysae;Cypriniformes;Cyprinoidei;Danionidae;Danioninae;Danio
scaffold1-size789604-gene-5.35,-460.51701859880916,False,-796.6,False,1.1999999999999987e-226,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold1-size789604-gene-5.36,-382.13381525720723,False,-597.0,False,1.0999999999999995e-166,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold1-size789604-gene-5.37,-87.40292335396941,False,-170.2,False,1.1e-38,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold1-size789604-gene-5.38,-95.20449650897365,False,-182.6,False,4.4999999999999995e-42,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold1-size789604-gene-5.39,-176.13590135073585,False,-298.9,False,3.1999999999999996e-77,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold1-size789604-gene-5.41,-460.51701859880916,False,-1237.6,False,0.0,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold1-size789604-gene-5.42,-153.20849049360862,False,-266.2,False,2.8999999999999994e-67,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold1-size789604-gene-5.43,-10.66562760458303,False,-15.399999999999991,False,3.5e-16,Porphyra umbilicalis,cellular organisms;Eukaryota;Rhodophyta;Bangiophyceae;Bangiales;Bangiaceae;Porphyra
scaffold1-size789604-gene-5.44,-43.41264453026565,False,-107.5,False,1.4e-19,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold1-size789604-gene-5.45,-73.43760051777649,False,-106.00000000000003,False,4.599999999999998e-86,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold1-size789604-gene-5.46,-128.30291132149415,False,-230.7,False,1.8999999999999996e-56,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold1-size789604-gene-5.50,-135.06406312628442,False,-239.6,False,2.2e-59,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold1-size789604-gene-5.53,-105.39128153564377,False,-220.70000000000005,False,2.0999999999999983e-221,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold1-size789604-gene-5.54,-40.28338086408714,False,-104.0,False,3.2e-18,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold1-size789604-gene-5.55,-121.20410080574932,False,-220.3,False,2.2999999999999997e-53,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold1-size789604-gene-5.57,-118.51064940406826,False,-215.3,False,3.399999999999999e-52,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold1-size789604-gene-5.58,-34.69292707473792,False,-50.099999999999966,False,1.799999999999999e-87,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold1-size789604-gene-5.59,-48.850723839188845,False,-70.5,False,1.3999999999999994e-87,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold1-size789604-gene-6.100,-216.71743558714206,False,-358.2,False,7.599999999999997e-95,Porphyra umbilicalis,cellular organisms;Eukaryota;Rhodophyta;Bangiophyceae;Bangiales;Bangiaceae;Porphyra
scaffold1-size789604-gene-6.101,-373.7738076493134,False,-584.3,False,4.6999999999999975e-163,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold1-size789604-gene-6.102,74.0393979197482,True,152.5,True,7e-33,Streptomyces sp. Tu6071,cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces;unclassified Streptomyces
scaffold1-size789604-gene-6.103,-10.161316661838214,False,-14.599999999999966,False,1.699999999999999e-83,Porphyra umbilicalis,cellular organisms;Eukaryota;Rhodophyta;Bangiophyceae;Bangiales;Bangiaceae;Porphyra
scaffold1-size789604-gene-6.104,-290.4967853986406,False,-465.3,False,6.899999999999997e-127,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold1-size789604-gene-6.105,-162.2896191341048,False,-280.4,False,3.2999999999999998e-71,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold1-size789604-gene-6.107,-460.51701859880916,False,-1661.4,False,0.0,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold1-size789604-gene-6.108,-39.525314137427884,False,-57.0,False,2.8e-57,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold1-size789604-gene-6.109,-173.6881342478973,False,-296.2,False,3.6999999999999995e-76,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold1-size789604-gene-6.110,-66.99007907644427,False,-96.6,False,2.5e-75,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold1-size789604-gene-6.45,-116.68990239796695,False,-212.6,False,2.0999999999999997e-51,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold1-size789604-gene-6.46,-11.482153806303472,False,-16.599999999999994,False,9.899999999999999e-37,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold1-size789604-gene-6.48,46.85020955609868,True,112.5,True,4.5e-21,Kitasatospora azatica,cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;Streptomycetales;Streptomycetaceae;Kitasatospora
scaffold1-size789604-gene-6.50,-118.66971409869795,False,-216.1,False,2.8999999999999994e-52,Galdieria sulphuraria,cellular organisms;Eukaryota;Rhodophyta;Bangiophyceae;Cyanidiales;Cyanidiaceae;Galdieria
scaffold1-size789604-gene-6.52,-174.2080097071832,False,-297.0,False,2.1999999999999997e-76,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold1-size789604-gene-6.53,-304.80873284291874,False,-485.3,False,4.199999999999998e-133,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold1-size789604-gene-6.55,-110.90974694452618,False,-204.9,False,6.8e-49,Porphyridium purpureum,cellular organisms;Eukaryota;Rhodophyta;Bangiophyceae;Porphyridiales;Porphyridiaceae;Porphyridium
scaffold1-size789604-gene-6.58,-52.17099977849878,False,-119.0,False,2.2e-23,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold1-size789604-gene-6.59,-122.31144677438618,False,-221.9,False,7.6e-54,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold1-size789604-gene-6.60,-49.46294957739657,False,-115.2,False,3.3e-22,Porphyridium purpureum,cellular organisms;Eukaryota;Rhodophyta;Bangiophyceae;Porphyridiales;Porphyridiaceae;Porphyridium
scaffold1-size789604-gene-6.62,-20.31780072883825,False,-29.30000000000001,False,2.3999999999999996e-53,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold1-size789604-gene-6.64,-433.3167803989715,False,-671.4,False,6.499999999999996e-189,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold1-size789604-gene-6.65,-70.78230088205981,False,-102.1,False,1.3999999999999995e-56,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold1-size789604-gene-6.66,-4.271397006336031,False,-6.099999999999966,False,7.4e-71,Porphyridium purpureum,cellular organisms;Eukaryota;Rhodophyta;Bangiophyceae;Porphyridiales;Porphyridiaceae;Porphyridium
scaffold1-size789604-gene-6.67,-19.055559016388337,False,-73.6,False,5.3e-09,Acipenser ruthenus,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Chondrostei;Acipenseriformes;Acipenseroidei;Acipenseridae;Acipenserinae;Acipenserini;Acipenser
scaffold1-size789604-gene-6.69,-33.34485392643825,False,-93.2,False,3.3e-15,Porphyridium purpureum,cellular organisms;Eukaryota;Rhodophyta;Bangiophyceae;Porphyridiales;Porphyridiaceae;Porphyridium
scaffold1-size789604-gene-6.71,-440.76133678549286,False,-682.2,False,3.799999999999998e-192,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold1-size789604-gene-6.74,-134.7211183751576,False,-238.8,False,3.0999999999999982e-59,Danaus plexippus plexippus,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Holometabola;Amphiesmenoptera;Lepidoptera;Glossata;Neolepidoptera;Heteroneura;Ditrysia;Obtectomera;Papilionoidea;Nymphalidae;Danainae;Danaini;Danaina;Danaus;Danaus;Danaus plexippus
scaffold1-size789604-gene-6.76,-261.25682624531964,False,-478.0,False,3.5999999999999963e-231,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold1-size789604-gene-6.80,-43.53470689554142,False,-62.80000000000001,False,5.7e-38,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold1-size789604-gene-6.81,-164.5333637270759,False,-281.6,False,3.499999999999999e-72,Porphyra umbilicalis,cellular organisms;Eukaryota;Rhodophyta;Bangiophyceae;Bangiales;Bangiaceae;Porphyra
scaffold1-size789604-gene-6.82,-96.13320976084634,False,-138.7,False,3.2e-125,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold1-size789604-gene-6.83,-460.51701859880916,False,-953.7,False,6.199999999999993e-274,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold1-size789604-gene-6.84,-158.6960498597952,False,-274.2,False,1.1999999999999995e-69,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold1-size789604-gene-6.85,-93.71284163219593,False,-181.0,False,2e-41,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold1-size789604-gene-6.87,-140.12121843601557,False,-246.9,False,1.4e-61,Porphyridium purpureum,cellular organisms;Eukaryota;Rhodophyta;Bangiophyceae;Porphyridiales;Porphyridiaceae;Porphyridium
scaffold1-size789604-gene-6.89,-191.78790727176957,False,-321.2,False,5.099999999999997e-84,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold1-size789604-gene-6.90,-30.435698152719837,False,-43.89999999999998,False,4.6e-42,Porphyra umbilicalis,cellular organisms;Eukaryota;Rhodophyta;Bangiophyceae;Bangiales;Bangiaceae;Porphyra
scaffold1-size789604-gene-6.91,-100.93425447003312,False,-145.6,False,3.7999999999999985e-65,Porphyridium purpureum,cellular organisms;Eukaryota;Rhodophyta;Bangiophyceae;Porphyridiales;Porphyridiaceae;Porphyridium
scaffold1-size789604-gene-6.94,-64.69552615514749,False,-137.9,False,8.000000000000001e-29,Porphyridium purpureum,cellular organisms;Eukaryota;Rhodophyta;Bangiophyceae;Porphyridiales;Porphyridiaceae;Porphyridium
scaffold1-size789604-gene-6.95,-224.21825458812717,False,-368.6,False,4.199999999999998e-98,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold1-size789604-gene-6.96,-59.68489086105123,False,-131.3,False,1.2e-26,Porphyridium purpureum,cellular organisms;Eukaryota;Rhodophyta;Bangiophyceae;Porphyridiales;Porphyridiaceae;Porphyridium
scaffold10-size436607-gene-2.12,-91.04561342561398,False,-131.4,False,7.2e-64,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold10-size436607-gene-2.13,19.19720953345137,False,27.799999999999983,False,6.9e-35,Chitinophagia bacterium,cellular organisms;Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidetes;Chitinophagia;unclassified Chitinophagia
scaffold10-size436607-gene-2.5,87.23586926930625,True,170.2,True,1.3e-38,Saccharomonospora glauca,cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Saccharomonospora
scaffold10-size436607-gene-2.7,-170.29598670175506,False,-290.4,False,1.0999999999999999e-74,Grateloupia chiangii,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Halymeniales;Halymeniaceae;Grateloupia
scaffold10-size436607-gene-2.9,49.7814033085151,True,117.1,True,2.4e-22,Chloroflexi bacterium HGW-Chloroflexi-10,cellular organisms;Bacteria;Terrabacteria group;Chloroflexi;unclassified Chloroflexi
scaffold10-size436607-gene-3.1,-12.311433161188,False,-62.4,False,4.5e-06,Dictyocaulus viviparus,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;Chromadorea;Strongylida;Trichostrongyloidea;Dictyocaulidae;Dictyocaulinae;Dictyocaulus
scaffold10-size436607-gene-3.2,-25.56415835645557,False,-80.5,False,7.9e-12,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold10-size436607-gene-3.4,-12.09274396022317,False,-62.0,False,5.6e-06,Macleaya cordata,cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;Ranunculales;Papaveraceae;Papaveroideae;Macleaya
scaffold10-size436607-gene-3.5,-47.47881821552106,False,-112.5,False,2.4e-21,Wickerhamomyces anomalus NRRL Y-366-8,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Saccharomycotina;Saccharomycetes;Saccharomycetales;Phaffomycetaceae;Wickerhamomyces;Wickerhamomyces anomalus
scaffold10-size436607-gene-3.7,-28.125317437743327,False,-84.7,False,6.1e-13,Madurella mycetomatis,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Sordariomycetes;Sordariomycetidae;Sordariales;Sordariales incertae sedis;Madurella
scaffold100-size417314-gene-1.3,-58.19323598427352,False,-83.89999999999999,False,8e-39,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold100-size417314-gene-1.7,-54.19733149486467,False,-122.9,False,2.9e-24,Phytophthora infestans,cellular organisms;Eukaryota;Sar;Stramenopiles;Oomycota;Peronosporales;Peronosporaceae;Phytophthora
scaffold100-size417314-gene-1.8,-26.465514592430402,False,-38.10000000000001,False,1.7e-29,Porphyridium purpureum,cellular organisms;Eukaryota;Rhodophyta;Bangiophyceae;Porphyridiales;Porphyridiaceae;Porphyridium
scaffold100-size417314-gene-2.11,-108.3380331869761,False,-201.4,False,8.9e-48,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold100-size417314-gene-2.12,-21.09099061707173,False,-30.5,False,2.7e-19,Porphyra umbilicalis,cellular organisms;Eukaryota;Rhodophyta;Bangiophyceae;Bangiales;Bangiaceae;Porphyra
scaffold100-size417314-gene-2.13,-85.6920853270936,False,-123.70000000000002,False,1.3999999999999993e-86,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold100-size417314-gene-2.14,173.7155332220854,True,296.6,True,3.6e-76,Brevibacillus borstelensis,cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Brevibacillus
scaffold100-size417314-gene-2.15,-204.23692609591012,False,-341.3,False,1.9999999999999994e-89,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold100-size417314-gene-2.6,-244.84049831101436,False,-353.2,False,4.599999999999997e-110,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold100-size417314-gene-2.7,-460.51701859880916,False,-864.4,False,6.799999999999991e-247,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold100-size417314-gene-2.8,-4.838785037169593,False,-7.0,False,1.9e-19,Chaetothyriales sp. CBS 132003,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;Eurotiomycetes;Chaetothyriomycetidae;Chaetothyriales;unclassified Chaetothyriales
scaffold100-size417314-gene-2.9,-131.92069485392437,False,-236.1,False,5.1e-58,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold100-size417314-gene-3.0,-425.0619514720243,False,-658.3,False,2.4999999999999985e-185,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
